,QU5017_27-32nt,QU5017_37-43nt,QU5019_27-32nt,QU5019_37-43nt,QU5020_27-32nt,QU5020_37-43nt,QU5033_27-32nt,QU5034_27-32nt,QU5035_27-32nt,QU5334_27-32nt,QU5334_37-43nt,QU5337_27-32nt,QU5337_37-43nt,QU5338_27-32nt,QU5338_37-43nt,RU4816_27-32nt,RU4816_37-43nt,RU4816minus_20-23nt,RU4816minus_20-32nt,RU4816minus_27-32nt,RU4819_27-32nt,RU4819_37-43nt,RU4819minus_20-23nt,RU4819minus_20-32nt,RU4819minus_27-32nt,RU4902_27-32nt,RU4902_37-43nt,RU4903_27-32nt,RU4903_37-43nt
YKR095W_mRNA,22.89,31.34,15.74,65.28,13.87,46.88,21.84,17.41,16.79,14.86,59.03,13.63,43.14,18.11,34.94,10.6,27.95,8.81,7.36,2.49,11.35,16.25,0,0,0,5.09,68.41,0,34.64
YIL149C_mRNA,7.56,15.84,14.9,21.97,10.79,16.35,10.53,8.67,12.11,13.53,20.25,10.33,13.95,10.39,15.74,3.1,2.74,5.71,7.55,13.82,14.98,13.24,44.95,35.97,0,2.83,0,0,0
YNL117W_mRNA,0,0,0.45,0,0,0,1.04,0.74,0.55,0,0,2.86,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIL051C_mRNA,140.77,249.83,99.49,243.22,161.99,229.04,161.76,193.42,136.53,96.17,195.05,95.87,275.11,138.26,322.45,208.23,493.23,123.99,153.03,249.08,83.94,309.87,21.43,17.15,0,92.63,0,19.88,0
YLL006W_mRNA,21.93,69.83,41.97,40.03,32.77,36.86,62.24,63.29,62.5,52.36,64.95,74.11,44.96,75.06,58.91,29.66,27.48,6.49,12.52,33.06,28.29,43.44,10.49,8.4,0,11.27,0,0,0
YLL061W_mRNA,76.52,67.36,107.3,19.47,100.07,13.58,63.81,63.29,60.48,62.76,38.76,72.08,39.4,59.36,16.74,83.81,21.86,81.9,66.55,14.65,117,25.6,41.93,78.3,223.97,0,0,32.16,22.75
YLR190W_mRNA,30.92,60.14,15.34,91.64,16.42,87.29,21.37,31.59,28.19,25.44,119.2,20.38,91.06,28.44,89.68,24.96,72.66,5.78,7.44,13.09,20.53,122.86,62.46,49.98,0,6.69,0,5.75,0
YPR164W_mRNA,39.85,13.12,27.97,16.54,27.65,13.3,33.82,31.88,40.14,35.31,25.88,38.69,13.41,26.5,16.14,20.54,8.11,16.39,16.37,16.35,6.53,7.12,28.14,22.52,0,0,0,22.97,0
YGL087C_mRNA,69.6,29.61,19.38,12.45,33.1,57.31,60.59,69.99,58.45,23.81,83.3,60.2,130.42,32.87,107.94,22.83,136.7,7.41,5.72,0,29.02,112.55,361,288.94,0,0,0,0,0
YGL087C_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL019C_mRNA,24.33,48.4,31.93,30.52,50.64,26.02,62.75,72.83,82.26,60.36,28.88,50.47,22.21,59.08,69.5,25.08,37.24,28.67,22.14,0,35.87,30.66,0,0,0,0,0,0,0
YLR320W_mRNA,5.52,1.82,2.79,3.82,3.83,1.17,1.08,2.75,3.64,2.05,4.65,2.76,1,2.61,1.2,2.84,4.19,0,0,0,1.81,1.38,0,0,0,0,0,0,0
YBR098W_mRNA,4.7,0,4.06,4.56,4.68,7,5.15,3.65,2.71,4.54,11.11,0,7.97,6.66,9.59,11.31,10.44,0,0,0,10.78,11,0,0,0,0,0,0,0
YMR177W_mRNA,12.28,28.39,18.32,17.91,10.71,39.69,17.36,15.89,17.73,24.29,16.94,11.28,13.03,19.33,28.23,11.08,9.56,17.02,13.15,0,11.74,7.2,62.78,50.24,0,0,0,7.23,0
YPL224C_mRNA,22.3,37.5,18.63,11.82,16.67,6.05,28.85,14.16,16.97,17.61,7.19,19.29,7.74,29.68,12.43,9.14,14.88,31.16,29.61,24.46,18.6,0,46.64,37.33,0,0,0,64.43,0
YGL183C_mRNA,0,0,0,0,0,0,0,0,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL183C_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIR025W_mRNA,0,24.96,5.08,7.87,7.05,8.05,5.9,5.23,3.89,6.24,15.96,9.44,17.18,5.09,8.27,9.72,14.4,12.73,9.82,0,0,4.74,0,0,0,0,0,0,0
YOR350C_mRNA,7.03,4.06,5.39,6.83,12.48,5.24,13.95,8.87,14.21,8.65,12.47,7.93,13.42,9.96,5.38,19.03,10.55,0,0,0,8.07,12.35,0,0,0,0,0,0,0
YHR204W_mRNA,34.49,25.47,29.58,32.12,19.59,20.54,30.57,26.51,32.66,29.55,11.4,23.49,24.54,33.88,14.77,23.64,17.45,9.8,13.87,27.74,34.81,16.94,21.19,16.96,0,0,0,29.23,8.6
YLR057W_mRNA,26.02,9.01,29.42,11.36,20.9,5.81,21,26.76,26.29,40.3,12.28,22.8,3.31,28.87,7.96,12.91,6.93,29.32,27.4,20.93,34.31,13.69,0,0,0,0,0,55.12,0
YER001W_mRNA,92.21,16.12,101.7,46.09,105.96,20.8,101.3,97.61,109.29,110.41,37.93,106.34,21.3,87.74,42.74,100.81,15.82,81.06,98.33,157.31,128.17,7.35,128.74,115.9,64.4,86.18,0,138.12,0
YDR245W_mRNA,205.25,48.75,204.57,38.43,180.9,62.9,167.75,144.52,159.51,192.72,56.1,212.15,43.62,214.97,36.35,121.04,36.92,142.52,134.04,105.82,39.23,37.06,20.15,16.13,0,21.64,0,102.2,0
YJL183W_mRNA,130.24,23.65,128.14,96.93,132.62,61.03,100.61,88.21,116.47,150.07,57.46,124.04,29.3,127.82,109.72,62.19,47.77,78.42,102.44,184.85,38.07,71.91,117.36,125.23,156.96,21,414.93,126.23,0
YBR015C_mRNA,100.37,37.27,100.49,66.15,99.11,85.49,99.54,108.17,108.13,118.29,61.42,78.08,47.88,95.64,68.61,229.55,26.29,222.25,222.21,223.43,145.93,37.77,168.63,256.09,605.88,287.46,229.42,126.56,167.81
YKL201C_mRNA,2.88,0,3.17,3.73,1.08,0,5,6.34,4.44,4.45,5.67,3.85,0,5.9,1.47,4.33,3.84,0,0,0,3.31,0,36.94,29.56,0,0,0,0,0
YJL186W_mRNA,127.11,39.46,154.64,60.82,151.69,36.77,115.23,126.65,141.29,136.2,35.88,133.96,48.28,132.59,40.68,85.56,27.83,164.04,152.64,114.44,132.71,73.33,43.66,81.52,233.22,7.8,16.19,147.36,0
YPL050C_mRNA,48.28,41.18,78.42,54.41,78.8,15.18,53.53,61.64,69.69,86.07,66.2,95.44,55.07,87.6,58.49,64.18,16.98,33.02,39.39,61.31,78.68,0,162.88,131.53,0,10.45,0,0,0
YGL068W_mRNA,205.13,347.43,86.76,342.32,81.87,343.22,127.55,125.76,103.62,75.58,272.12,77.04,358.68,140.89,402.98,29.43,595.23,197.34,186.19,149.98,64.15,420.93,231.09,184.93,0,0,360.93,16.46,0
YKL064W_mRNA,26.5,93.02,17.92,84.91,19.37,61.72,20.49,21.02,24.28,30.36,62.53,20.2,61.46,16.87,56.37,12.47,36.81,5.46,6.32,9.27,25.11,18.18,13.28,10.63,0,0,0,0,100.52
YJR131W_mRNA,55.41,14.78,49.7,10.36,58.92,3.18,65.3,61.21,75.05,69.71,20.17,66.16,2.71,65.41,16.33,51.9,2.84,32.75,31.12,25.71,53.76,14.99,8.17,19.61,65.49,113.93,0,30.1,0
YGL257C_mRNA,11.36,21.88,20.07,9.2,21.93,8.47,16.58,15.43,20.22,14.25,15.67,25.6,12.04,21.46,11.6,15.37,12.62,15.67,12.1,0,41.25,19.96,29.07,23.35,0,7.79,0,0,47.28
YIL014W_mRNA,28.49,12.34,27.27,24.21,15.3,26.54,23.39,25.23,19.53,26.29,10.52,22.29,27.18,20.18,24.54,17.67,21.37,21.07,16.26,0,18.38,6.26,0,0,0,0,0,50.3,0
YNR059W_mRNA,3.66,0,3.45,3.56,0.68,2.73,3,4.26,8.45,9.01,4.33,0.92,9.31,1.73,2.8,0,1.22,0,0,0,6.3,3.21,0,0,0,0,0,0,0
YIL106W_mRNA,66.37,65.97,61.05,86.28,42.51,104.03,89.93,55.81,62.95,60.38,108.73,45.9,189.68,56.71,87.44,65.56,139.59,48.47,51.8,63.55,61.61,161.59,0,0,0,246.95,0,0,0
YIL106W_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YFL034C-B_mRNA,64.36,47.17,42.3,56.18,29.11,45.64,49.12,33.53,44,38.24,44.23,55.98,43.28,27.19,88.58,42.78,93,7.99,12.33,27.25,19.42,65.74,0,0,0,0,0,0,0
YFL034C-B_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR274W_mRNA,16.79,38.85,30.51,32.67,23.3,21.49,24.94,32.12,25.62,25.69,31.23,38.43,36.67,28.31,29.43,36.78,24.02,5.67,10.94,28.94,35.76,16.88,45.95,36.77,0,0,0,0,0
YJR074W_mRNA,8.09,75.22,24.77,59.29,28.71,24.26,36.51,48.66,39.69,29.27,72.14,46.58,56.94,36.28,68.55,25.53,65.11,42.85,47.78,65.05,41.74,28.59,0,0,0,0,0,0,0
YBL049W_mRNA,0,12.89,0,10.83,2.06,0,0,1.07,1.59,4.79,26.36,0,28.38,0,8.54,0,11.15,0,0,0,0,0,0,0,0,0,0,0,0
YGL124C_mRNA,0,0,7.86,16.2,6.23,9.95,7.76,10.04,10.12,9.18,9.86,4.18,12.73,13.4,17.88,9.03,14.46,1.97,1.52,0,13.4,0,19.21,15.37,0,0,0,35.35,0
YNL297C_mRNA,20.44,48.7,30.05,29.35,25.02,47.13,27.19,29,21.97,28.36,29.89,27.18,25.03,21.63,43.04,31.78,19.21,17.55,22.58,39.68,15.36,16.04,32.52,26.02,0,43.48,6,99.53,0
YPL082C_mRNA,18.01,18.6,42.73,28.87,32.96,26.77,29.57,22.78,30.66,36.33,32.2,30.8,29.14,31.68,28.45,17.93,12.38,19.16,19.34,19.98,17.81,10.88,35.84,28.68,0,81.75,0,72.38,0
YER068W_mRNA,36.22,25.11,19.2,75.64,20.98,70.19,21.8,29.17,22.48,24.12,81.33,11.79,110.59,26.51,63.79,45.74,71.24,10.72,11.58,14.57,62.3,66.8,20.84,16.68,0,81.93,0,0,248.71
YMR070W_mRNA,6.36,88.18,6.99,70.02,9.5,104.3,8.69,11.92,11.62,11.04,112.77,14.85,126.78,6,107.15,19.11,100.37,0,0,0,14.58,122.9,0,0,0,0,0,0,13.24
YNL249C_mRNA,7.77,0,15.55,0,15.24,5.79,13.81,16.96,11.77,14.05,4.59,12.64,0,11,0,12.26,7.77,9.19,7.09,0,17.81,0,0,0,0,79.86,0,0,0
YGL080W_mRNA,5.17,48.26,13.41,15.22,11.6,15.57,24.06,37.15,22.4,10.48,55.54,10.36,39.86,12.21,8,0,38.3,0,0,0,17.8,9.17,0,0,0,0,0,0,0
YHR162W_mRNA,544.77,523.4,391.3,382.44,397.1,337.67,454.46,458.13,497.98,377.25,484.45,452,631.26,390.92,693.81,332.39,388.35,470.28,493.41,579.9,434.85,359.99,406.7,471.93,738.61,153.75,0,622.29,404.01
YGR243W_mRNA,0,0,9.71,20.2,1.92,7.75,11.28,3,5.95,5.97,12.29,0,6.61,9.73,23.89,4.65,6.93,0,0,0,0,9.13,0,0,0,0,0,0,0
YOR177C_mRNA,0,0,1.05,2.16,0.83,6.62,0.61,0.43,0,0.64,15.76,0,5.65,1.05,3.4,8.01,2.96,0,0,0,0,7.81,0,0,0,0,0,0,0
YOR288C_mRNA,21.22,56.22,15,17.73,28.31,31.74,38.15,34.12,31.5,24.57,7.19,37.95,19.35,32.92,27.95,24.61,10.14,7.15,8.28,12.19,10.43,0,69.59,55.69,0,149.59,0,0,0
YOL088C_mRNA,88.06,24.53,73.85,55,69.75,47.48,77.1,76.56,79.31,81.57,83.65,72.32,49.52,66.53,92.13,168.38,51.91,107.94,92.94,42.49,137.33,31.08,13.46,10.77,0,72.43,0,0,0
YKL059C_mRNA,9.51,16.51,9.52,20.82,18.66,42.6,9.11,15.69,12.36,8.26,8.44,4.76,18.18,5.61,36.47,2.14,28.58,0,2.17,9.56,13.64,16.73,0,0,0,0,0,0,0
YIR002C_mRNA,19.15,18.19,19.91,18.57,18.1,5.03,30.82,14.43,16.91,19.24,10.63,25.95,12.87,19.15,8.61,6.1,6.75,6.67,12.36,31.71,29.71,11.85,0,3.85,17.31,0,0,0,0
YDL247W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR160C_mRNA,3.54,0,0,0,0,0,0,1.37,0.51,0,0,0,0,3.33,0,6.39,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL066C_mRNA,50.84,118.06,41.92,148.9,39.35,97.93,66.57,49.33,58.7,35.74,129.41,49.1,171.8,36.01,78.25,72.06,272.53,85.59,142.05,335.89,120.77,282.07,41.63,33.32,0,209.08,155.75,0,91.13
YGL010W_mRNA,14.97,11.63,9.4,24.44,13.05,7.5,4.09,12.59,7.2,8.66,11.9,9.99,12.81,7.07,7.71,0,13.42,0,13.57,60.18,0,0,76.03,60.85,0,20.52,0,0,0
YJR002W_mRNA,33.95,74.5,50.39,79.12,67.23,80.95,60.38,46.12,56.35,50.13,72.2,46.76,47.5,43.29,93.56,44.4,41.86,46.2,40.32,20.48,40.88,23.85,6.51,5.21,0,20.94,0,0,0
YNR024W_mRNA,21.27,24.81,10.02,26.08,11.92,72.03,16,7.22,18.42,6.16,6.35,29.29,81.97,5.02,65.78,0,71.6,24.98,19.28,0,48.78,0,0,0,0,0,0,0,0
YDL028C_mRNA,10.02,9.91,8.43,18.06,4.81,6.4,11.75,8.06,8.68,14.51,20.28,7.89,21.83,6.09,28.47,2.58,13.35,6.78,6.54,5.76,0,17.59,0,4.4,22,0,0,0,53.57
YGL075C_mRNA,0,5.98,3.65,7.55,3.86,11.58,1.41,7.02,2.24,3.74,6.12,1.29,13.18,1.22,19.83,4.66,15.54,0,0,0,0,40.94,89.08,71.29,0,0,0,9.13,0
YJL019W_mRNA,15.86,14.65,14.19,13.85,17.18,21.26,17.35,14.77,21.51,17.9,13.11,24.62,22.18,22.46,9.71,35.75,17.96,22.52,23.18,25.51,16.37,11.13,0,4.87,24.37,6.52,0,0,0
YGL178W_mRNA,36.04,29.7,19.98,58.68,20.35,59.39,32.05,31.72,25.27,26.05,63.8,30.29,94.3,24.92,74.79,44.12,28.28,15.24,11.77,0,16.24,42.89,0,3.95,19.78,89.99,0,0,0
YGL178W_pre-mRNA,0,0,0.03,0,0,0,0,5.5,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCL061C_mRNA,4.11,9.48,5.09,20.92,5.76,25.99,6.75,5.79,5.34,5.06,16.97,3.09,23.49,3.88,34.56,5.56,26.67,1.22,0.94,0,3.54,28.83,0,0,0,0,0,25.41,0
YPR112C_mRNA,15,69.2,22.08,75.16,20.55,113.48,23.6,20.86,25.62,11.58,60.47,21.28,82.56,17.71,72.62,25.93,84.03,30.83,25.95,10.05,18.63,78.91,0,0,0,0,127.81,61.78,46.74
YMR224C_mRNA,12.52,7.23,10.32,10.63,12.86,9.33,8.56,10.33,9.94,12.69,11.09,10.97,17.91,21.43,11.98,12.71,16.68,11.11,10.01,6.29,3.59,5.49,24.01,19.22,0,0,0,0,0
YGL143C_mRNA,2.45,11.34,16.15,50.03,21.04,14.63,18.09,18.06,16.96,20.56,28.99,11.04,12.48,10.41,37.56,8.83,24.53,36.51,40.45,59.08,14.04,51.7,18.76,15.01,0,100.7,0,8.65,107.18
YDR033W_mRNA,1101.17,550.58,1392.96,557.87,1177.99,579.86,1088.2,1303.14,1327.88,1222.68,565.65,1072.29,494.88,1046.66,483.43,719.66,243.05,1831.6,1638.67,990.42,732.92,153.82,1385.86,1332.2,1125.95,1590.44,660.5,1422.93,521.24
YGL064C_mRNA,5.65,8.71,9.32,10.98,8.45,22.48,12.89,6.95,8.16,12,20.05,7.55,14.39,8.9,31.75,13.6,5.03,13.37,24.09,60.62,4.32,0,0,0,0,77.49,0,0,0
YPR118W_mRNA,84.96,146.02,99.43,173.48,86.01,163.83,83.23,98.93,95.73,105.52,172.11,104.3,174.77,72.47,138.86,79.1,216.16,29.12,47.46,110.21,91.14,149.61,125.91,117.55,84.23,11.27,539.34,9.68,51.45
YDL079C_mRNA,0,9.61,2.94,2.02,0.78,0,0.57,0.4,1.2,1.81,7.37,0,21.17,0,6.37,0,0,0,0,0,0,7.31,95.63,76.53,0,0,0,0,0
YDL079C_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0,0,0,0,0,0,0,0,0,0,0,0
YPR079W_mRNA,20.94,0,20.97,25.49,27.39,7.82,23.64,24.39,12.85,18.19,21.71,19.67,30.04,14.84,28.13,16.53,24.49,40.19,31.03,0,21.02,13.83,10.03,8.02,0,172.27,0,0,0
YOR201C_mRNA,19.63,28.4,29.48,21.49,44,54.96,54.38,38.57,36.12,51.14,46.48,47.92,40.65,47.5,41.4,42.05,62.27,57.97,53.7,39.47,42.2,21.59,0,0,0,19.37,0,34.65,0
YGL136C_mRNA,18.1,27.97,5.68,17.64,3.38,22.55,4.13,8.78,4.35,6.11,17.88,7.55,19.25,7.12,23.17,0,4.04,0,0,0,17.29,31.89,0,0,0,0,0,0,0
YPL184C_mRNA,33.17,72.59,40.72,125.46,48.27,119.68,41.55,32.52,38.3,44.47,101.08,32.35,108.8,27.2,106.92,34.64,83.78,16.52,15.94,14.04,60.06,55.18,48.07,57.54,107.3,0,0,55.47,65.37
YDR347W_mRNA,35.07,103.53,60.84,90.15,44.07,85.87,68.04,73.01,78.23,72.91,45.39,52.69,101.79,57.21,142.13,51.76,93.88,37.61,40.64,51.28,106.03,78.7,121.95,97.59,0,170.45,0,90.05,139.84
YDL045W-A_mRNA,40.81,326.35,11.54,56.49,30.5,49.54,31.27,39.6,25.92,18.9,68.74,12.26,63.42,19.27,89.06,14.72,94.17,0,0,0,9.36,14.59,0,0,0,0,0,0,414.91
YGR084C_mRNA,103.67,33.37,53.59,47.69,45.19,64.58,54.37,54.77,65.67,65.02,44.38,34.61,33.07,58.47,26.54,75.33,84.72,20.39,23.61,34.74,92.47,71.02,77.15,105.84,221.25,0,0,0,18.03
YKL003C_mRNA,47,47.18,36.38,105.77,22.58,60.87,34.9,32.57,31.01,34.98,96.52,26.9,60.61,28.53,93.8,30.28,108.9,47.16,60.67,107.99,30.8,71.73,203.9,163.17,0,0,0,0,84.97
YPR166C_mRNA,40.45,209.24,9.53,215.91,24.18,134.99,26.56,36.11,21.02,35.13,165.41,24.31,136.15,57.3,37.82,7.3,164.66,0,0,0,102.05,72.3,0,0,0,33.27,0,85.69,308.34
YDR405W_mRNA,33.87,139.88,35.46,176.41,37.96,124.08,43.24,46.74,27.16,50.11,125.21,26.38,115.52,37.32,110.09,30.55,110.99,13.3,10.27,0,25.89,86.4,0,0,0,15.48,452.07,0,23.62
YBL090W_mRNA,32.28,125.56,13.94,131.96,16.08,81,25.03,30.28,17.08,14.02,64.22,2.69,110.61,22.87,66.57,4.85,105.06,0,4.88,21.64,6.17,47.72,0,0,0,265.53,0,0,407.05
YHL004W_mRNA,32.59,37.75,68.46,97.85,48.71,69,53.5,55.87,58.8,38.53,32.18,42.16,27.71,50.02,41.7,100.44,125.25,134.69,133.68,131.07,99.67,81.3,259.57,207.72,0,122.87,302.09,0,0
YKL167C_mRNA,47.71,69.7,12.64,46.88,15.6,62.95,44.06,20.83,27.54,18.99,35.65,8.96,38.38,14.08,55.43,32.27,104.58,0,0,0,27.36,42.39,0,0,0,0,0,0,0
YPL118W_mRNA,48.78,56.55,51,109.95,59.24,100.33,40.88,41.42,41.37,56.49,104.86,29.01,97.3,34.55,103.08,24.75,112.18,79.14,69.43,36.78,24.48,37.62,69.99,56.01,0,100.31,0,32.3,19.1
YNL005C_mRNA,23.43,54.3,22.08,77.04,26.26,100.71,31.25,40.35,35.51,16.11,55.55,11.73,71,34.57,53.98,13.21,48.96,24.19,18.68,0,16.79,72.24,179.32,143.5,0,12.04,0,0,0
YKL142W_mRNA,37.65,19.46,18.73,85.9,37.52,94.17,25.18,45.47,45.89,20.59,94.57,16.76,85.72,39.51,148.34,41.51,137.58,14.77,19.01,33.65,67.17,133.15,159.68,127.79,0,34.41,0,29.54,262.89
YDR116C_mRNA,22.46,43.48,15.88,18.28,22.38,39.27,21.51,23.25,30.26,8.67,48.93,13.12,57.46,14.14,46.11,27.01,65.24,35.29,40.86,60.22,4.29,99.17,0,0,0,15.4,0,0,211.46
YNL284C_mRNA,54.02,0,24.75,49.72,29.15,13.46,27.1,29.12,19.06,35.62,46.26,16.53,19.15,22.67,18.44,18.95,24.09,35.41,43.74,72.41,17.21,31.73,0,0,0,0,0,0,0
YDL202W_mRNA,32.98,59.57,27.63,28.62,39.7,38.43,27.07,43.38,35.97,43.49,17.41,42.21,18.74,36.34,11.28,36.36,54.02,56.13,46.66,14.74,50.43,38.82,42.01,33.62,0,15.07,220.04,0,0
YKR006C_mRNA,43.03,110.12,30.41,63.13,24.11,64.58,35.32,40.92,40.99,23.67,51.21,19.39,66.14,26.41,72.99,19.41,54.88,10.13,7.82,0,9.87,7.61,82.09,78.84,66.12,0,0,0,135.23
YLR312W-A_mRNA,49.69,48.15,36.09,113.35,47.96,93.19,46.45,36.97,54.99,40.76,113.29,12.44,42.42,48.88,57.44,26.14,127.82,48.74,37.63,0,90.22,278.18,0,0,0,170.3,0,0,364.22
YBL038W_mRNA,18.02,73.42,14.86,74.96,31.99,33.83,20.96,33.23,27.31,9.13,48.29,20.31,51.98,19.15,69.52,44.7,36.32,26.5,40.91,90.6,0,111.63,0,0,0,0,0,63.63,141.68
YNL252C_mRNA,34.48,62.31,50.54,44.9,61.54,143.56,27.25,48.32,42.02,37.7,86.5,34.53,24.5,39.8,64.89,51.83,87.32,76.71,76.63,77.02,43.93,81.19,87.79,70.26,0,0,0,0,120.23
YNL185C_mRNA,0,23.59,11.92,79.32,15.12,45.65,20.76,14.72,13.14,10.25,28.39,10.13,45.45,21.5,23.45,27.37,47.64,0,18.35,81.36,0,62.75,0,31.1,155.45,0,0,0,382.32
YKR085C_mRNA,21.88,63.83,15.46,64.4,14.31,65.89,29.93,36.09,36.31,38,111.02,21.91,84.35,36.16,118.46,29.6,184.19,6.42,13.31,43.95,31.36,48.53,0,0,0,0,0,0,103.47
YNL177C_mRNA,13.03,60.44,20.72,63.52,20.69,48.74,25.84,20.86,22.56,23.57,65.7,22.83,49.92,27.68,30.05,17.63,74.12,11.52,17.79,39.29,3.73,57.43,0,0,0,0,0,11.5,0
YOR150W_mRNA,0,13.67,46.84,103.41,56.81,61.71,84.81,83.99,82.72,50.79,76.89,46.86,82.77,22.09,81.52,21.1,55.2,20.58,21.18,23.52,46.95,103.89,0,0,0,24.05,0,82.6,110.76
YMR193W_mRNA,15.36,35.68,37.98,71.25,48.77,63.3,42.01,46.93,42.11,42.23,59.31,30.76,58.93,23.57,65.03,20.77,59.2,27.13,20.94,0,4.4,0,0,0,0,0,0,13.55,433.76
YGR076C_mRNA,11.81,0,12.52,40.61,17.65,17.81,6.46,18.34,8.52,13.68,35.3,11.83,0,16.73,36.59,26.63,35.84,0,0,0,0,10.49,0,0,0,0,0,0,111.86
YBR282W_mRNA,39.12,91.59,4.61,57.76,9.75,59.09,32.11,31.64,28.23,15.1,93.7,3.27,42.02,24.63,91.06,47.05,92.5,76.37,58.95,0,67.3,116.04,0,0,0,0,0,0,453.65
YDR462W_mRNA,18.25,14.22,7.17,59.8,29.55,55.06,41.61,51.95,54.44,15.85,58.21,18.28,7.83,31.6,122.56,0,77.98,14.26,16.52,24.46,6.98,21.63,0,0,0,25.02,0,128.88,0
YMR024W_mRNA,41.09,95.14,54.45,87.49,44.14,92.07,59.72,50.83,48.19,43.12,85.16,29.58,91.67,49.72,78.82,57.91,144.12,81.89,84.29,92.95,82.46,167.25,49.18,39.36,0,0,0,0,112.45
YKL138C_mRNA,17.6,41.13,11.06,23.06,8.77,35.38,1.61,11.39,20.32,16.99,49.09,11.75,60.39,19.39,109.05,5.29,27.69,0,0,0,0,52.11,0,0,0,0,0,310.74,0
YCR003W_mRNA,16.19,62.97,25.43,100.59,24.19,97.5,45.77,37.7,56.08,17.18,90.18,18.92,41.6,22.93,91.82,14.6,65.41,57.02,44.02,0,12.38,67.01,123.27,98.64,0,0,0,19.05,0
YMR286W_mRNA,45.98,130.15,13,145.9,17.18,153.93,12.58,10.71,10.62,15.97,144.24,9.21,95.55,30.4,158.14,16.59,194.03,0,33.07,147.93,21.09,115.43,0,0,0,0,0,0,0
YDR322W_mRNA,63.82,35.23,80.9,50.35,72.66,50,68.18,62.51,51.75,53.66,54.05,44.13,54.31,41.61,23.35,68.52,91.48,147,132.85,85.54,118.48,48.2,58.13,46.51,0,12.5,598.52,182.4,133.23
YBR122C_mRNA,81.56,78.24,27.12,61.08,28.68,57.69,43.32,42.83,47.09,30.55,68.61,28.83,30.77,43.04,66.67,8.65,103.2,0,0,0,22.01,16.99,0,0,0,19.73,0,169.39,0
YBR268W_mRNA,42.9,16.77,23.58,77.54,24.04,118.99,44.99,63.83,45.41,22.77,77.19,14.32,46.16,30.39,111.13,58.04,145.15,0,0,0,8.2,76.48,0,21.7,109.87,0,0,0,0
YKL170W_mRNA,54.78,179.01,61.94,150.51,61.4,57.74,91.42,75.48,75.9,52.33,52.32,57.61,70.4,62.08,101.7,143.28,92.24,57.87,59.56,66.09,62.82,58.32,0,0,0,0,0,0,0
YML009C_mRNA,32,94.04,22.62,110.69,47.83,60.67,39.4,45.03,32.33,30.11,76.96,32.05,82.84,7.56,99.72,21.65,81.4,18.68,28.84,64.35,36.7,85.79,0,0,0,0,0,0,0
YLR439W_mRNA,22.7,67.69,42.01,63.24,64.2,160.13,38.15,56,45.86,34.73,103.87,38.97,74.54,47.46,79.76,90.66,217.02,64.97,53.1,13.04,85.52,22.87,66.46,55.32,0,40,0,0,81.28
YPL173W_mRNA,10.04,132.03,12.62,130.59,10,150.31,13.74,19.49,18.36,15.5,95.34,6.7,85.52,11.06,154.42,30.19,152.38,0,6.09,26.92,15.35,141.69,0,0,0,0,0,0,0
YMR225C_mRNA,38.4,72.14,61.51,106.15,25.82,0,31.52,62.59,42.12,28.1,138.38,15.38,59.58,72.52,191.26,41.56,140.51,35.89,27.7,0,17.61,137.11,0,0,0,0,0,433.81,0
YMR225C_pre-mRNA,0,0,0,0,0,0,0,0,0,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL096W_mRNA,0,71.37,18.69,162.01,25.09,92.08,23.38,17.77,17.62,26.51,116.81,6.11,133.6,25.94,66.22,22.02,292.41,35.78,27.62,0,14,162.76,0,0,0,0,0,0,0
YNR022C_mRNA,19.15,134.44,9.02,75.35,14.31,19.27,20.96,21.06,27.64,11.09,68.76,9.59,106.92,21.1,118.8,0,56.03,0,0,0,0,68.13,0,0,0,0,0,0,0
YPR100W_mRNA,20.72,0,58.56,6.8,20.64,41.76,45.34,54.94,47.84,27.98,41.39,17.29,89.1,58.69,75.08,56.05,112.06,0,0,0,15.84,110.72,0,0,0,0,0,0,0
YHR147C_mRNA,4.56,106.22,24.72,71.45,39.21,41.12,29.96,21.25,18.44,23.77,92.37,15.99,81.88,10.77,14.08,45.27,119.54,118.05,103.55,55.04,36.62,193.8,208.8,167.09,0,18.76,0,80.54,0
